"FPCA_C" "FPCA_LR" "GNN_C" "GNN_LR"
"1" 0.729994092914973 119.000385452317 0.755533548768199 239.300058003476
"2" 0.729994092914973 119.000385452317 0.756419611522291 228.729163826805
"3" 0.729994092914973 119.000385452317 0.758104868133014 252.219984680748
"4" 0.729994092914973 119.000385452317 0.760849925292748 248.371668665719
"5" 0.729994092914973 119.000385452317 0.767365092602245 264.792982486918
"6" 0.729994092914973 119.000385452317 0.759894367420689 233.840606164598
"7" 0.729994092914973 119.000385452317 0.755846276799055 238.416778812483
"8" 0.729994092914973 119.000385452317 0.756454359081275 259.71695201928
"9" 0.729994092914973 119.000385452317 0.756054762152959 214.990950725932
"10" 0.729994092914973 119.000385452317 0.758591333958789 245.990594614549
"11" 0.729994092914973 119.000385452317 0.770631363146739 250.860597037336
"12" 0.729994092914973 119.000385452317 0.763786094026895 248.474628106034
"13" 0.729994092914973 119.000385452317 0.758990930887105 226.50656137579
"14" 0.729994092914973 119.000385452317 0.751919802633865 231.435436868511
"15" 0.729994092914973 119.000385452317 0.762465686785503 251.67275795027
"16" 0.729994092914973 119.000385452317 0.752649501372529 218.84899248629
"17" 0.729994092914973 119.000385452317 0.75685395600959 223.261846795151
"18" 0.729994092914973 119.000385452317 0.753431321449668 226.431808634933
"19" 0.729994092914973 119.000385452317 0.75344869522916 233.554692963967
"20" 0.729994092914973 119.000385452317 0.764046700719274 242.973667236286
