"TAPIO_PC1" "TAPIO_weighted" "kml3d" "fPCA_KMeans" "DTW" "TS2Vec" "RankWalk_GNN"
"1" 0.498356175275717 0.577215138907529 0.608116519526833 0.693488902208969 0.52090464662325 0.474000961784334 0.683502285112156
"2" 0.547949949915961 0.578791902585511 0.677041658221115 0.800689736296897 0.710557132850584 0.525995804715532 0.763193497387537
"3" 0.631044550693454 0.521761346821865 0.606807819842054 0.687168058721194 0.677803607474977 0.399297064070936 0.665119789249671
"4" 0.404532435710286 0.457251367625644 0.578873720482759 0.645783707008197 0.644720390326148 0.45380010137494 0.715272964570743
"5" 0.325275678362793 0.284971321057089 0.52548238899465 0.610718408356452 0.605249217105688 0.469411799018275 0.384083914580226
"6" 0.339335643346322 0.466943384811871 0.672590198155428 0.679465118774217 0.716454589988859 0.474145056745327 0.762555474440162
"7" 0.459248408063612 0.32790432461008 0.602227568483046 0.696564544600607 0.660620887864896 0.325669511002229 0.686076993814368
"8" 0.2689681533788 0.403113105644103 0.673676791421628 0.713645786756636 0.652549291680867 0.514332899188253 0.70734797612544
"9" 0.494159084081221 0.432245781793961 0.681445994034526 0.800878307000676 0.698101448243356 0.586740287291289 0.731564505589554
"10" 0.426400649419939 0.36257850068063 0.630847223803433 0.709185831878612 0.709309519362999 0.412311962027768 0.671515235121759
"11" 0.367108935077299 0.275415030570618 0.643376161761358 0.727285296593455 0.705904735761019 0.500365655973336 0.762760669809071
"12" 0.393987096585403 0.415094339622642 0.527932168153196 0.699446440071749 0.597754237316848 0.425887001990596 0.601154323157652
"13" 0.382270622360185 0.411301226286553 0.658002467531321 0.712149199965073 0.690548151331298 0.435040008885659 0.720685271056403
"14" 0.368895939266769 0.476833137063322 0.549295955191567 0.664112235760224 0.630606110920976 0.43381253871912 0.607405904982117
"15" 0.39916425832543 0.55629136418653 0.581431549025675 0.778140644967556 0.715691593349577 0.471952585117748 0.681844672408458
"16" 0.223548253804953 0.38526282949514 0.489928056090069 0.554725399194261 0.556457480503435 0.316705971134799 0.546411860978763
"17" 0.635420875420875 0.561514611959476 0.659114323509869 0.729993758649697 0.702748725580991 0.44335274421993 0.719965841462843
"18" 0.299403918545029 0.567977825845013 0.607464195553542 0.720924831066783 0.694892219947057 0.519754235811295 0.717575301245609
"19" 0.275834786174487 0.434697697750723 0.644543723609693 0.710097508871344 0.675403792241287 0.444718770867882 0.683424506366364
"20" 0.343169390595411 0.280010538479798 0.689137925294061 0.705888656845795 0.796210541776655 0.424420842378226 0.734731777547717
"21" 0.343695290659882 0.501905380936301 0.662287775905742 0.773659009496849 0.559965878893125 0.484897596303002 0.613245061874167
"22" 0.449701194887519 0.575108316514747 0.569161482868911 0.636241363102073 0.656745394672979 0.458642995444675 0.64887023042436
"23" 0.300816568853592 0.369090748141858 0.601799618771925 0.621165595318372 0.612546612546613 0.377391995421896 0.638522341503267
"24" 0.38307567299892 0.373738302149854 0.605737345951226 0.715294823820029 0.621360502245817 0.464702466851157 0.674018674711379
"25" 0.327034733290555 0.505072648685527 0.570906124210285 0.591670161277716 0.497777777777778 0.355332396273944 0.821797951597429
"26" 0.239253763838772 0.388574209669346 0.634902791394712 0.726532669529203 0.700196197363026 0.527783616462613 0.762620601536123
"27" 0.370949170031967 0.465930596817763 0.636203871211611 0.768739026818101 0.748785515600434 0.411757588820254 0.7414158699958
"28" 0.373858424492586 0.357826329358706 0.620678065562284 0.61552113138309 0.593035667613041 0.444889947624534 0.697539135663762
"29" 0.368342465273688 0.519770216430988 0.651662107943001 0.658761917205252 0.582767225190906 0.40962596370737 0.601139166595556
