"FPCA_Cindex" "FPCA_Chisq" "GNN_Cindex" "GNN_Chisq"
"1" 0.658514825505117 34.2863031336765 0.706140120703228 38.4868253824058
"2" 0.658514825505117 34.2863031336764 0.693308842823406 40.1560682297257
"3" 0.658514825505117 34.2863031336765 0.716085017055891 42.76110579731
"4" 0.658514825505117 34.2863031336764 0.694358436106009 34.405202539352
"5" 0.658514825505117 34.2863031336765 0.656415638939911 22.0963156228574
"6" 0.658514825505117 34.2863031336764 0.711939123589609 44.8300208638369
"7" 0.658514825505117 34.2863031336765 0.704460771451063 37.5213172469095
"8" 0.658514825505117 34.2863031336765 0.667672526895828 29.0653743518706
"9" 0.658514825505117 34.2863031336764 0.700603516137497 37.0810796717023
"10" 0.658514825505117 34.2863031336765 0.683967462608239 33.5813731702379
"11" 0.658514825505117 34.2863031336765 0.681159800577276 29.8718265017163
"12" 0.658514825505117 34.2863031336765 0.728391498294411 47.3707905028047
"13" 0.658514825505117 34.2863031336764 0.724875360797691 47.2867556022042
"14" 0.658514825505117 34.2863031336765 0.702361584885857 37.3407605514402
"15" 0.658514825505117 34.2863031336764 0.721621621621622 45.1520401341954
"16" 0.658514825505117 34.2863031336765 0.731146680661244 50.7711337304689
"17" 0.658514825505117 34.2863031336765 0.709393859879297 39.8615159163195
"18" 0.658514825505117 34.2863031336764 0.722566255575964 45.3343018648071
"19" 0.658514825505117 34.2863031336764 0.694489635266334 34.6450201185008
"20" 0.658514825505117 34.2863031336764 0.713565993177644 42.6318206601738
"21" 0.658514825505117 34.2863031336764 0.719811073209131 43.9860012876933
"22" 0.658514825505117 34.2863031336764 0.731172920493309 49.1950599301142
"23" 0.658514825505117 34.2863031336764 0.709630018367882 40.4356312243938
"24" 0.658514825505117 34.2863031336765 0.680976121752821 34.6372201530254
"25" 0.658514825505117 34.2863031336764 0.694384675938074 38.1067023100952
"26" 0.658514825505117 34.2863031336764 0.720283390186303 44.689690907424
"27" 0.658514825505117 34.2863031336764 0.699448963526633 39.4942860846955
"28" 0.658514825505117 34.2863031336765 0.735791130936762 50.5179626564262
"29" 0.658514825505117 34.2863031336764 0.694017318289163 34.8649706315726
"30" 0.658514825505117 34.2863031336765 0.688611912883758 37.7610776591951
