"TAPIO_PC1" "TAPIO_weighted" "kml3d" "fPCA_KMeans" "RankWalk_GNN"
"1" 0.777357715951202 0.896488559583928 0.838957489789137 0.884628899493174 0.849211846085279
"2" 0.676588462004932 0.823863875840409 0.848589013736226 0.886569165830457 0.909761242877704
"3" 0.622571157527516 0.724914308846512 0.826080066489696 0.846090166593996 0.871429892736962
"4" 0.701455355972204 0.662884143972517 0.83365083183707 0.946845436694979 0.909207612393223
"5" 0.728367944577161 0.947086885117698 0.884358392809688 0.871427028253593 0.921277151083596
"6" 0.783556824373151 0.835307889027236 0.909835536616895 0.960608828917197 0.911187327672114
"7" 0.678509043203063 0.824954782982014 0.86055380466291 0.909711645662441 0.921103974484956
"8" 0.736843318175379 0.921958821814257 0.934916336156692 0.986598879940902 0.94803060927473
"9" 0.540031746915815 0.861548099017677 0.922348590424266 0.92196953479917 0.934636740439509
"10" 0.85568468436016 0.92239121956655 0.960072855731098 0.947225837511883 0.946823534531351
"11" 0.709740154502728 0.715119095312056 0.870744329570163 0.908370587559163 0.933806588799001
"12" 0.737937070843853 0.752752575466053 0.934618777893492 0.921493781126675 0.973333124730886
"13" 0.597280052620712 0.787405717353375 0.801694003490847 0.920995778410752 0.884771279675738
"14" 0.81339447161626 0.689145025689239 0.886985879781242 0.908936994248345 0.911077512594343
"15" 0.756331087927284 0.934095429801327 0.848006159274653 0.947211335585178 0.896858342486793
"16" 0.648983135797905 0.854410774410774 0.908317115334435 0.946933333333333 0.934077318497164
"17" 0.699646881734082 0.766115349983413 0.878196740487648 0.923732821605636 0.863799884864743
"18" 0.823421660466701 0.885106817045845 0.934898452903925 0.96006736952087 0.947072344009017
"19" 0.514717766183952 0.825902412970137 0.86013844367773 0.895961612853004 0.873206006227706
"20" 0.824522734230696 0.933833863577177 0.920855063093638 0.97347395681731 0.909207612393223
"21" 0.87388980335695 0.934532888530001 0.922316587822122 0.960338099219033 0.908936994248345
"22" 0.672800717233976 0.92082244272099 0.884771279675738 0.95980216322758 0.933815682889853
"23" 0.599977076472753 0.84228985751623 0.89822660982968 0.986598879940902 0.859819267573793
"24" 0.757437004416603 0.849630314295761 0.94803060927473 0.94803060927473 0.94803060927473
"25" 0.612277550466036 0.65391963425226 0.845490282388472 0.866179327357523 0.866509353657867
"26" 0.567918891018257 0.88238610888439 0.878196740487648 0.923648979591837 0.876581476658508
"27" 0.60011405319002 0.757195661314273 0.871538758221374 0.907816537775296 0.895691031872128
"28" 0.800732327006426 0.857907262559964 0.851996015298215 0.88709446177492 0.802246039319962
"29" 0.602592111082816 0.692825833817693 0.839658749159418 0.895250566621591 0.910327034424354
"30" 0.753094854950238 0.739704804101703 0.92232725828672 0.986598879940902 0.921926665202518
"31" 0.760933770224614 0.858041285136739 0.870202944563127 0.870238599530702 0.907958226148516
"32" 0.55625309752674 0.827518286768843 0.8971135226531 0.947635388965987 0.935807541467887
"33" 0.725759225387364 0.684850885334458 0.858331401156043 0.883466877235509 0.934077318497164
"34" 0.682038751743492 0.883642722534422 0.933833863577177 0.920855063093638 0.934636740439509
"35" 0.719785610380523 0.794714072590658 0.765141986843081 0.89822660982968 0.920628082708836
"36" 0.609179429009979 0.69592489061253 0.934095429801327 0.95980216322758 0.894198313740428
"37" 0.576527634149144 0.89704393677651 0.911101939407373 0.910560703117616 0.935160237289819
"38" 0.755019693517723 0.854617103965976 0.89688740560014 0.896118302460828 0.922305914425365
"39" 0.602614386159068 0.778183598875605 0.859066208469051 0.895292350153976 0.846427793309456
"40" 0.739576633876745 0.94803060927473 0.92366995737226 0.97347395681731 0.853762631059816
"41" 0.599204580450958 0.771673314342531 0.884802872005076 0.933833863577177 0.89599018019959
"42" 0.662408941223431 0.896218048574451 0.947489261454675 0.973336788403479 1
"43" 0.741366256432542 0.78114409106862 0.874297871703881 0.872456098736299 0.934478911564626
"44" 0.588477248173775 0.921353022683476 0.921114810767882 0.908125139813709 0.934077318497164
"45" 0.734217553984822 0.898823555000911 0.866124164258102 0.947635388965987 0.899465359177593
"46" 0.80169574998933 0.833099607816506 0.811540346819552 0.846090166593996 0.907829202552127
"47" 0.684682842768581 0.757974907596811 0.848859015578963 0.946552916386473 0.870797581631495
"48" 0.599324338047621 0.734441183008818 0.81397557564744 0.921536903216158 0.884533783733227
"49" 0.676689678938446 0.822436740366221 0.921082292985312 0.947072344009017 0.921374629804047
"50" 0.679031604689303 0.774872670143566 0.89714391418957 0.922045913912095 0.921634520231544
