"TAPIO_PC1" "TAPIO_weighted" "RankWalk_GNN"
"1" 1 1 1
"2" 0.973066095899961 1 1
"3" 0.973333124730886 1 0.973333124730886
"4" 0.900474036705227 0.986598879940902 0.898924122887836
"5" 0.973199601143244 1 0.986598879940902
"6" 0.679326599326599 0.795905935104545 0.863333924317363
"7" 0.986598879940902 1 1
"8" 0.88537449650223 0.973199601143244 0.986598879940902
"9" 0.8382933722333 1 0.959807685114977
"10" 0.889742189894201 1 0.97347395681731
"11" 0.920142022248523 0.934167775610836 0.986598879940902
"12" 0.710596325022192 0.907905118194514 0.812403615002382
"13" 0.946801614310854 0.986598879940902 0.696376643509528
"14" 0.812390681536353 0.814789494596151 0.779497502140249
"15" 0.781475111881496 0.896431488132364 0.871841415198163
"16" 0.791787935215571 0.960630467282476 0.787326368273308
"17" 0.947079615562234 0.986598879940902 0.960630467282476
"18" 0.718422587544015 0.947240331472934 0.90974884868298
"19" 0.947240331472934 1 1
"20" 0.878696669881555 0.986598879940902 0.986598879940902
"21" 0.986598879940902 0.97347395681731 0.97347395681731
"22" 0.933833863577177 1 1
"23" 0.899423917132224 0.960630467282476 0.986598879940902
"24" 0.759407465185554 0.824921717577833 0.706274353629405
"25" 0.973466666666667 0.973466666666667 0.960608828917197
"26" 0.465536980308571 0.863393041319911 0.765143701579551
"27" 0.799004807400565 0.934140664553199 0.973333124730886
"28" 0.773911546610169 1 0.900800832258694
"29" 0.960343548234616 1 0.947489261454675
"30" 0.92366995737226 0.948073410454901 0.986598879940902
"31" 0.885754121217092 1 0.986598879940902
"32" 0.97347395681731 1 1
"33" 0.759247159905667 0.959813205485525 0.727160698692332
"34" 0.973466666666667 0.986598879940902 0.960608828917197
"35" 0.744322513139509 0.986598879940902 0.847405571311279
"36" 0.6431915399005 0.960078340434069 0.922305914425365
"37" 0.960630467282476 1 1
"38" 0.898816989254602 1 1
"39" 0.886485709227771 0.923732821605636 0.908357997171623
"40" 0.89545138090948 1 0.847739214615801
"41" 0.834118042995273 0.986598879940902 0.986598879940902
"42" 0.7341213295011 0.829038031985778 0.817863760491997
"43" 0.947343073707181 0.986598879940902 0.986598879940902
"44" 0.92366995737226 1 0.986598879940902
"45" 0.934636740439509 0.986598879940902 0.986598879940902
"46" 0.960630467282476 1 1
"47" 0.935701696686146 1 1
"48" 0.922348590424266 1 1
"49" 0.517864602188866 0.71670245294603 0.556726878336476
"50" 0.824792907080226 0.986598879940902 0.96006736952087
